date,return,entry_price,exit_price,ticker,rationale,original_return
2024-08-05,-0.22448504457641422,72767.74712284483,56567.328125,005930.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-08-05

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩73,857
- 종가: ₩69,367
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 18.5
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩72,768
- 청산가: ₩56,567
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: -22.26%
",-0.2226318614824732
2024-07-25,-0.054081041383873894,188511.27665537017,178730.046875,000660.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-07-25

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩196,606
- 종가: ₩187,721
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 18.9
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩188,511
- 청산가: ₩178,730
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: -5.19%
",-0.05188670913439239
2024-11-28,0.11808585948931632,158343.33958724202,177443.484375,000660.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-11-28

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩162,649
- 종가: ₩159,432
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 20.3
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩158,343
- 청산가: ₩177,443
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +12.06%
",0.1206248702190244
2024-04-03,0.022684920218121955,379500.0,389000.0,373220.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-04-03

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩383,362
- 종가: ₩376,000
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 27.3
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩379,500
- 청산가: ₩389,000
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +2.50%
",0.025032938076416336
2024-05-24,0.0004975218059253303,357000.0,358000.0,373220.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-05-24

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩357,813
- 종가: ₩356,000
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 16.3
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩357,000
- 청산가: ₩358,000
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +0.28%
",0.0028011204481792717
2024-05-28,0.024711553157260376,1136239.0,1166989.75,207940.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-05-28

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩1,156,807
- 종가: ₩1,145,464
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 27.8
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩1,136,239
- 청산가: ₩1,166,990
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +2.71%
",0.027063628338756196
2024-11-13,0.03443191096444231,1462196.625,1516010.5,207940.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-11-13

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩1,471,748
- 종가: ₩1,460,659
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 28.4
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩1,462,197
- 청산가: ₩1,516,010
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +3.68%
",0.036803446321728446
2024-04-03,0.10047097276861079,201910.0279659845,222701.65625,005380.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-04-03

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩203,971
- 종가: ₩199,600
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 26.5
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩201,910
- 청산가: ₩222,702
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +10.30%
",0.10297471845983908
2024-07-25,0.0017180594167730445,231229.66459188913,232160.15625,005380.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-07-25

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩234,519
- 종가: ₩234,021
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 29.1
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩231,230
- 청산가: ₩232,160
- 청산 사유: RSI 과매수 (70 이상)
- 수익률: +0.40%
",0.004024101577767497
2024-10-31,0.04936331675086638,199270.38202576112,209585.5625,005380.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-10-31

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩202,568
- 종가: ₩201,615
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 19.8
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩199,270
- 청산가: ₩209,586
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +5.18%
",0.051764744812429576
